,Unnamed: 0,faculty_name,publications,adjusted,university_name,faculty_home_page,dblp,faculty_areaname,providing_assitantship,matched_ratio,match_words
293,72,Radhika Mittal,10.0,2.0,Univ of Illinois at UrbanaChampaign,http://radhikam.web.illinois.edu,https://dblp.org/pers/hd/m/Mittal:Radhika,networks,0,0.0,
294,73,Yang Wang,9.0,2.3,Univ of Illinois at UrbanaChampaign,https://yangwang.ischool.illinois.edu,https://dblp.org/pers/hd/w/Wang_0005:Yang,hci,0,0.0,
295,74,Michael A Forbes,9.0,4.4,Univ of Illinois at UrbanaChampaign,http://miforbes.cs.illinois.edu,https://dblp.org/pers/hd/f/Forbes:Michael_A%3D,theory,0,0.0,
296,75,Marc Snir,9.0,2.3,Univ of Illinois at UrbanaChampaign,http://snir.cs.illinois.edu,https://dblp.org/pers/hd/s/Snir:Marc,hpc,0,0.0,
297,76,Shobha Vasudevan,9.0,2.5,Univ of Illinois at UrbanaChampaign,http://faculty.ece.illinois.edu/shobhav,https://dblp.org/pers/hd/v/Vasudevan:Shobha,eda,0,0.0,
298,77,Jeff Erickson,8.0,2.5,Univ of Illinois at UrbanaChampaign,http://jeffe.cs.illinois.edu,https://dblp.org/pers/hd/e/Erickson_0001:Jeff,theory,0,0.0,
299,78,Lav R Varshney,8.0,1.9,Univ of Illinois at UrbanaChampaign,http://varshney.web.engr.illinois.edu,https://dblp.org/pers/hd/v/Varshney:Lav_R%3D,ml,0,0.0,
300,78,Lav R Varshney,8.0,1.9,Univ of Illinois at UrbanaChampaign,http://varshney.web.engr.illinois.edu,https://dblp.org/pers/hd/v/Varshney:Lav_R%3D,ai,0,0.0,
301,79,Reyhaneh Jabbarvand Behrouz,7.0,2.2,Univ of Illinois at UrbanaChampaign,http://reyhaneh.cs.illinois.edu,https://dblp.org/pers/hd/b/Behrouz:Reyhaneh_Jabbarvand,se,0,0.0,
302,80,Nikita Borisov,7.0,1.4,Univ of Illinois at UrbanaChampaign,https://www.ece.illinois.edu/directory/profile/nikita,https://dblp.org/pers/hd/b/Borisov:Nikita,security,1,0.18181818181818182,"scholarships, "
303,81,Karthekeyan Chandrasekaran,7.0,2.6,Univ of Illinois at UrbanaChampaign,http://karthik.ise.illinois.edu,https://dblp.org/pers/hd/c/Chandrasekaran:Karthekeyan,theory,0,0.0,
304,82,Mohammed ElKebir,7.0,2.3,Univ of Illinois at UrbanaChampaign,http://www.el-kebir.net,https://dblp.org/pers/hd/e/El=Kebir:Mohammed,comp,0,0.0,
305,82,Mohammed ElKebir,7.0,2.3,Univ of Illinois at UrbanaChampaign,http://www.el-kebir.net,https://dblp.org/pers/hd/e/El=Kebir:Mohammed,bio,0,0.0,
306,83,Indranil Gupta,7.0,1.5,Univ of Illinois at UrbanaChampaign,http://indy.cs.illinois.edu,https://dblp.org/pers/hd/g/Gupta:Indranil,ml,1,0.09090909090909091,"fellowships, "
307,83,Indranil Gupta,7.0,1.5,Univ of Illinois at UrbanaChampaign,http://indy.cs.illinois.edu,https://dblp.org/pers/hd/g/Gupta:Indranil,db,1,0.09090909090909091,"fellowships, "
308,84,Klara Nahrstedt,7.0,2.1,Univ of Illinois at UrbanaChampaign,https://cs.illinois.edu/directory/profile/klara,https://dblp.org/pers/hd/n/Nahrstedt:Klara,hci,1,0.18181818181818182,"scholarships, "
309,85,Elahe Soltanaghai,7.0,1.6,Univ of Illinois at UrbanaChampaign,https://elahe.web.illinois.edu,https://dblp.org/pers/hd/s/Soltanaghai:Elahe,mobile,0,0.0,
310,85,Elahe Soltanaghai,7.0,1.6,Univ of Illinois at UrbanaChampaign,https://elahe.web.illinois.edu,https://dblp.org/pers/hd/s/Soltanaghai:Elahe,hci,0,0.0,
311,86,Hari Sundaram,7.0,1.6,Univ of Illinois at UrbanaChampaign,http://sundaram.cs.illinois.edu,https://dblp.org/pers/hd/s/Sundaram:Hari,web,0,0.0,
312,86,Hari Sundaram,7.0,1.6,Univ of Illinois at UrbanaChampaign,http://sundaram.cs.illinois.edu,https://dblp.org/pers/hd/s/Sundaram:Hari,ir,0,0.0,
313,87,Ramnatthan Alagappan,6.0,1.1,Univ of Illinois at UrbanaChampaign,https://ramalagappan.github.io,https://dblp.org/pers/hd/a/Alagappan:Ramnatthan,os,1,0.09090909090909091,"scholarships, "
314,88,Aishwarya Ganesan,6.0,1.1,Univ of Illinois at UrbanaChampaign,https://aishwaryaganesan.github.io,https://dblp.org/pers/hd/g/Ganesan:Aishwarya,os,0,0.0,
315,89,YihChun Hu,6.0,1.4,Univ of Illinois at UrbanaChampaign,https://www.ece.illinois.edu/directory/profile/yihchun,https://dblp.org/pers/hd/h/Hu:Yih%3DChun,security,1,0.18181818181818182,"scholarships, "
316,90,Charith Mendis,6.0,1.4,Univ of Illinois at UrbanaChampaign,https://charithmendis.com,https://dblp.org/pers/hd/m/Mendis:Charith,ml,0,0.0,
317,90,Charith Mendis,6.0,1.4,Univ of Illinois at UrbanaChampaign,https://charithmendis.com,https://dblp.org/pers/hd/m/Mendis:Charith,arch,0,0.0,
318,90,Charith Mendis,6.0,1.4,Univ of Illinois at UrbanaChampaign,https://charithmendis.com,https://dblp.org/pers/hd/m/Mendis:Charith,pl,0,0.0,
319,91,Yongjoo Park,6.0,1.6,Univ of Illinois at UrbanaChampaign,https://yongjoopark.com,https://dblp.org/pers/hd/p/Park:Yongjoo,db,1,0.09090909090909091,"fellowships, "
320,92,Tandy J Warnow,6.0,2.3,Univ of Illinois at UrbanaChampaign,https://tandy.cs.illinois.edu,https://dblp.org/pers/hd/w/Warnow:Tandy_J%3D,comp,1,0.09090909090909091,"fellowships, "
321,92,Tandy J Warnow,6.0,2.3,Univ of Illinois at UrbanaChampaign,https://tandy.cs.illinois.edu,https://dblp.org/pers/hd/w/Warnow:Tandy_J%3D,bio,1,0.09090909090909091,"fellowships, "
322,93,Roy H Campbell,5.0,0.9,Univ of Illinois at UrbanaChampaign,http://cs.illinois.edu/directory/profile/rhc,https://dblp.org/pers/hd/c/Campbell:Roy_H%3D,metrics,1,0.18181818181818182,"scholarships, "
323,94,William Gropp,5.0,1.4,Univ of Illinois at UrbanaChampaign,http://wgropp.cs.illinois.edu,https://dblp.org/pers/hd/g/Gropp:William,hpc,1,0.09090909090909091,"openings, "
324,95,Craig B Zilles,5.0,1.8,Univ of Illinois at UrbanaChampaign,http://zilles.cs.illinois.edu,https://dblp.org/pers/hd/z/Zilles:Craig_B%3D,arch,0,0.0,
325,95,Craig B Zilles,5.0,1.8,Univ of Illinois at UrbanaChampaign,http://zilles.cs.illinois.edu,https://dblp.org/pers/hd/z/Zilles:Craig_B%3D,hci,0,0.0,
326,96,Lawrence Rauchwerger,4.0,1.4,Univ of Illinois at UrbanaChampaign,https://parasollab.web.illinois.edu/people/rwerger,https://dblp.org/pers/hd/r/Rauchwerger:Lawrence,hpc,0,0.0,
327,97,Paris Smaragdis,4.0,1.4,Univ of Illinois at UrbanaChampaign,http://paris.cs.illinois.edu,https://dblp.org/pers/hd/s/Smaragdis:Paris,ml,0,0.0,
328,97,Paris Smaragdis,4.0,1.4,Univ of Illinois at UrbanaChampaign,http://paris.cs.illinois.edu,https://dblp.org/pers/hd/s/Smaragdis:Paris,hci,0,0.0,
329,98,Yun Huang,2.0,0.5,Univ of Illinois at UrbanaChampaign,https://ischool.illinois.edu/people/yun-huang,https://dblp.org/pers/hd/h/Huang_0003:Yun,hci,1,0.09090909090909091,"openings, "
330,99,Gul A. Agha,2.0,0.8,Univ of Illinois at UrbanaChampaign,https://cs.illinois.edu/directory/profile/agha,https://dblp.org/pers/hd/a/Agha:Gul_A%3D,unknown,1,0.18181818181818182,"scholarships, "
331,100,Geir E. Dullerud,2.0,0.3,Univ of Illinois at UrbanaChampaign,https://mechanical.illinois.edu/directory/faculty/dullerud,https://dblp.org/pers/hd/d/Dullerud:Geir_E%3D,unknown,1,0.18181818181818182,"scholarships, "
332,101,Mani Golparvar Fard,2.0,0.5,Univ of Illinois at UrbanaChampaign,http://cee.illinois.edu/directory/profile/mgolpar,https://dblp.org/pers/hd/f/Fard:Mani_Golparvar,vision,1,0.18181818181818182,"scholarships, "
333,102,Roxana Girju,2.0,0.7,Univ of Illinois at UrbanaChampaign,http://www.linguistics.illinois.edu/people/girju,https://dblp.org/pers/hd/g/Girju:Roxana,nlp,0,0.0,
334,103,Thenkurussi Kesavadas,2.0,0.3,Univ of Illinois at UrbanaChampaign,http://ise.illinois.edu/directory/profile/kesh,https://dblp.org/pers/hd/k/Kesavadas:Thenkurussi,unknown,1,0.18181818181818182,"scholarships, "
335,104,Alex Kirlik,2.0,0.4,Univ of Illinois at UrbanaChampaign,https://cs.illinois.edu/directory/profile/kirlik,https://dblp.org/pers/hd/k/Kirlik:Alex,hci,1,0.18181818181818182,"scholarships, "
336,105,Luke N. Olson,2.0,0.5,Univ of Illinois at UrbanaChampaign,http://lukeo.cs.illinois.edu,https://dblp.org/pers/hd/o/Olson:Luke_N%3D,unknown,0,0.0,
337,106,Talia Ringer,2.0,0.5,Univ of Illinois at UrbanaChampaign,https://dependenttyp.es,https://dblp.org/pers/hd/r/Ringer:Talia,unknown,0,0.0,
338,107,William H Sanders,2.0,0.3,Univ of Illinois at UrbanaChampaign,http://whs.crhc.illinois.edu,https://dblp.org/pers/hd/s/Sanders:William_H%3D,security,0,0.0,
339,108,Shaowen Wang,2.0,0.3,Univ of Illinois at UrbanaChampaign,http://www.cigi.illinois.edu/shaowen,https://dblp.org/pers/hd/w/Wang:Shaowen,web,0,0.0,
340,108,Shaowen Wang,2.0,0.3,Univ of Illinois at UrbanaChampaign,http://www.cigi.illinois.edu/shaowen,https://dblp.org/pers/hd/w/Wang:Shaowen,ir,0,0.0,
341,109,Robin Kravets,1.0,0.3,Univ of Illinois at UrbanaChampaign,https://cs.illinois.edu/directory/profile/rhk,https://dblp.org/pers/hd/k/Kravets:Robin,unknown,1,0.18181818181818182,"scholarships, "
342,110,Bertram Ludäscher,1.0,0.3,Univ of Illinois at UrbanaChampaign,https://ischool.illinois.edu/people/bertram-ludascher,https://dblp.org/pers/hd/l/Lud=auml=scher:Bertram,unknown,1,0.09090909090909091,"openings, "
343,111,David A. Padua,1.0,0.2,Univ of Illinois at UrbanaChampaign,http://polaris.cs.uiuc.edu/~padua,https://dblp.org/pers/hd/p/Padua:David_A%3D,unknown,0,0.0,
344,112,Victoria Stodden,1.0,0.2,Univ of Illinois at UrbanaChampaign,https://ischool.illinois.edu/people/victoria-stodden,https://dblp.org/pers/hd/s/Stodden:Victoria,unknown,1,0.09090909090909091,"openings, "
345,0,Viet Tung Hoang,22.0,8.3,Florida State University,http://www.cs.fsu.edu/~tvhoang,https://dblp.org/pers/hd/h/Hoang:Viet_Tung,crypto,0,0.0,
346,1,Jie Yang,18.0,3.6,Florida State University,http://www.cs.fsu.edu/~jieyang,https://dblp.org/pers/hd/y/Yang_0003:Jie,mobile,1,0.18181818181818182,"research grants, "
347,1,Jie Yang,18.0,3.6,Florida State University,http://www.cs.fsu.edu/~jieyang,https://dblp.org/pers/hd/y/Yang_0003:Jie,hci,1,0.18181818181818182,"research grants, "
348,2,Zhi Wang,14.0,2.3,Florida State University,http://www.cs.fsu.edu/~zwang,https://dblp.org/pers/hd/w/Wang_0004:Zhi,security,1,0.09090909090909091,"self-motivated, "
349,2,Zhi Wang,14.0,2.3,Florida State University,http://www.cs.fsu.edu/~zwang,https://dblp.org/pers/hd/w/Wang_0004:Zhi,arch,1,0.09090909090909091,"self-motivated, "
350,3,Guang Wang,13.0,2.2,Florida State University,https://guangwang.me,https://dblp.org/pers/hd/w/Wang:Guang,hci,1,0.18181818181818182,"self-motivated, "
351,4,Grigory Fedyukovich,9.0,3.0,Florida State University,https://www.cs.princeton.edu/~grigoryf/about.html,https://dblp.org/pers/hd/f/Fedyukovich:Grigory,logic,0,0.0,
352,4,Grigory Fedyukovich,9.0,3.0,Florida State University,https://www.cs.princeton.edu/~grigoryf/about.html,https://dblp.org/pers/hd/f/Fedyukovich:Grigory,pl,0,0.0,
353,5,Xin Yuan,7.0,1.5,Florida State University,http://www.cs.fsu.edu/~xyuan,https://dblp.org/pers/hd/y/Yuan_0001:Xin,hpc,0,0.0,
354,6,Weikuan Yu,5.0,1.2,Florida State University,http://www.cs.fsu.edu/~yuw,https://dblp.org/pers/hd/y/Yu:Weikuan,hpc,0,0.0,
355,7,Shayok Chakraborty,4.0,2.3,Florida State University,https://shayokch.com,https://dblp.org/pers/hd/c/Chakraborty:Shayok,ai,0,0.0,
356,8,Sonia Haiduc,3.0,0.4,Florida State University,https://www.cs.fsu.edu/~shaiduc,https://dblp.org/pers/hd/h/Haiduc:Sonia,se,0,0.0,
357,9,Piyush Kumar,3.0,0.7,Florida State University,http://compgeom.com/~piyush,https://dblp.org/pers/hd/k/Kumar:Piyush,hci,0,0.0,
358,10,Peixiang Zhao,2.0,1.0,Florida State University,http://www.cs.fsu.edu/~zhao,https://dblp.org/pers/hd/z/Zhao:Peixiang,db,0,0.0,
359,11,Yi Liu 0059,1.0,0.1,Florida State University,https://jacoblau0513.github.io,https://dblp.org/pers/hd/l/Liu_0059:Yi,unknown,0,0.0,
360,12,Xiuwen Liu,1.0,0.3,Florida State University,http://www.koofers.com/florida-state-university-fsu/instructors/liu-755220,https://dblp.org/pers/hd/l/Liu:Xiuwen,unknown,0,0.0,
361,13,An-I Wang,1.0,0.3,Florida State University,http://www.cs.fsu.edu/~awang,https://dblp.org/pers/hd/w/Wang:An%3DI,unknown,0,0.0,
